Seller_ID,Name,City,Locality,Latitude,Longitude,Product,Price_per_kg,Rating,Stock_quantity,Verified,Cluster,Email,Mobile
SELL0052,Ganesh Gaikwad,Bengaluru,Whitefield,12.9698,77.7499,Onions,54.4,3.6,176,No,4,ganesh.gaikwad49@gmail.com,7427396132
SELL0053,Prakash Rane,Guwahati,Dispur,26.1445,91.7362,Ginger,47.88,3.6,377,Yes,3,prakash.rane45@outlook.com,8858382264
SELL0054,Dinesh Patil,Ahmedabad,Navrangpura,23.0415,72.56,Onions,14.26,2.9,178,Yes,2,dinesh.patil25@yahoo.in,9296967962
SELL0055,Shivam Salunkhe,Delhi,Karol Bagh,28.6518,77.1905,Garlic,11.97,3.7,161,Yes,1,shivam.salunkhe67@gmail.com,8883594389
SELL0056,Anil Shinde,Chennai,T. Nagar,13.0418,80.2332,Ginger,30.98,3.8,269,Yes,4,anil.shinde33@gmail.com,8943465790
SELL0057,Nitin Naik,Chennai,T. Nagar,13.0418,80.2332,Ginger,32.98,3.7,308,No,4,nitin.naik34@outlook.com,9558145560
SELL0058,Ashok Sharma,Guwahati,Dispur,26.1445,91.7362,Green Chillies,13.07,3.5,39,Yes,3,ashok.sharma69@yahoo.in,9463400616
SELL0059,Sunil Kulkarni,Patna,Boring Road,25.6127,85.1582,Onions,18.99,2.5,368,Yes,3,sunil.kulkarni56@yahoo.in,7468634034
SELL0060,Ramesh Bhosale,Indore,Vijay Nagar,22.75,75.892,Green Chillies,37.01,3.8,286,Yes,0,ramesh.bhosale33@outlook.com,7619018770
SELL0061,Ajay Rathod,Hyderabad,Gachibowli,17.4448,78.3498,Onions,16.92,4.0,221,Yes,0,ajay.rathod88@yahoo.in,7175712435
SELL0062,Anil Rathod,Ranchi,Lalpur,23.3619,85.338,Potatoes,29.5,3.2,421,Yes,3,anil.rathod67@outlook.com,9874449771
SELL0063,Deepak Thakur,Hyderabad,Gachibowli,17.4448,78.3498,Ginger,24.2,4.3,244,No,0,deepak.thakur42@yahoo.in,8154641482
SELL0064,Suresh Thakur,Jaipur,Malviya Nagar,26.85,75.815,Green Chillies,54.62,2.6,82,No,1,suresh.thakur18@yahoo.in,9777219600
SELL0065,Ganesh Rathod,Jaipur,Malviya Nagar,26.85,75.815,Tomatoes,13.44,3.3,47,No,1,ganesh.rathod73@yahoo.in,8693337403
SELL0066,Prakash Deshmukh,Pune,Shivaji Nagar,18.53,73.8526,Potatoes,13.7,5.0,273,Yes,2,prakash.deshmukh77@outlook.com,8447100472
SELL0067,Ravi Pawar,Nagpur,Dharampeth,21.1458,79.0882,Green Chillies,20.01,4.7,366,Yes,0,ravi.pawar93@outlook.com,9654060158
SELL0068,Ganesh Joshi,Bhopal,TT Nagar,23.2333,77.4333,Green Chillies,14.59,4.6,92,Yes,0,ganesh.joshi28@yahoo.in,9647567365
SELL0069,Mahesh More,Shimla,Mall Road,31.1048,77.1734,Potatoes,42.77,3.8,149,Yes,1,mahesh.more52@yahoo.in,7557763162
SELL0070,Prakash More,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Tomatoes,37.6,4.7,25,Yes,4,prakash.more89@outlook.com,7999311615
SELL0071,Dinesh Naik,Mumbai,Andheri,19.1197,72.8468,Garlic,52.45,2.7,49,No,2,dinesh.naik54@yahoo.in,9182247915
SELL0072,Rajesh Kulkarni,Jaipur,Malviya Nagar,26.85,75.815,Ginger,45.16,3.3,390,No,1,rajesh.kulkarni66@gmail.com,8116320916
SELL0073,Arvind Chavan,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Onions,35.65,2.9,73,Yes,4,arvind.chavan45@outlook.com,9523448600
SELL0074,Mahesh Deshmukh,Nagpur,Dharampeth,21.1458,79.0882,Tomatoes,45.28,5.0,2,Yes,0,mahesh.deshmukh57@yahoo.in,8742854980
SELL0075,Deepak Jadhav,Ranchi,Lalpur,23.3619,85.338,Green Chillies,23.06,4.3,424,No,3,deepak.jadhav27@outlook.com,7144030386
SELL0076,Mahesh Bhosale,Guwahati,Dispur,26.1445,91.7362,Onions,52.72,4.2,334,No,3,mahesh.bhosale77@yahoo.in,8579349840
SELL0077,Vijay Patil,Jaipur,Malviya Nagar,26.85,75.815,Potatoes,23.66,4.0,7,No,1,vijay.patil88@gmail.com,8878513984
SELL0078,Amit Kulkarni,Ranchi,Lalpur,23.3619,85.338,Ginger,20.65,3.6,236,Yes,3,amit.kulkarni89@outlook.com,7679503310
SELL0079,Dinesh Kamble,Delhi,Karol Bagh,28.6518,77.1905,Green Chillies,36.36,2.9,461,No,1,dinesh.kamble34@outlook.com,8561052933
SELL0080,Deepak Salunkhe,Ranchi,Lalpur,23.3619,85.338,Ginger,32.09,4.8,238,Yes,3,deepak.salunkhe67@gmail.com,9796468923
SELL0081,Ajay Chavan,Kolkata,Salt Lake,22.5867,88.4173,Green Chillies,31.54,2.9,287,No,3,ajay.chavan17@outlook.com,9830177473
SELL0082,Mahesh Sharma,Bengaluru,Whitefield,12.9698,77.7499,Onions,51.46,3.5,398,Yes,4,mahesh.sharma78@yahoo.in,7793966092
SELL0083,Ramesh Gaikwad,Ranchi,Lalpur,23.3619,85.338,Onions,25.22,3.3,409,Yes,3,ramesh.gaikwad66@yahoo.in,8790111135
SELL0084,Amit Kulkarni,Ahmedabad,Navrangpura,23.0415,72.56,Ginger,37.82,4.5,211,Yes,2,amit.kulkarni80@outlook.com,9556416008
SELL0085,Rajesh More,Ranchi,Lalpur,23.3619,85.338,Potatoes,20.32,5.0,209,No,3,rajesh.more88@gmail.com,7696473046
SELL0086,Vijay More,Delhi,Karol Bagh,28.6518,77.1905,Potatoes,46.62,4.8,445,Yes,1,vijay.more77@outlook.com,8953560980
SELL0087,Rajesh Rane,Delhi,Karol Bagh,28.6518,77.1905,Green Chillies,57.12,3.8,214,No,1,rajesh.rane11@outlook.com,8767339323
SELL0088,Anil Rane,Chandigarh,Sector 17,30.741,76.7682,Green Chillies,22.97,2.8,372,Yes,1,anil.rane84@gmail.com,7912448059
SELL0089,Ramesh Kamble,Pune,Shivaji Nagar,18.53,73.8526,Potatoes,49.36,3.7,277,No,2,ramesh.kamble14@yahoo.in,8740415223
SELL0090,Prakash Jadhav,Shimla,Mall Road,31.1048,77.1734,Potatoes,50.97,2.7,137,No,1,prakash.jadhav45@outlook.com,9992407201
SELL0091,Shivam Thakur,Chandigarh,Sector 17,30.741,76.7682,Garlic,55.81,3.0,49,Yes,1,shivam.thakur22@outlook.com,7219844118
SELL0092,Shivam Yadav,Chennai,T. Nagar,13.0418,80.2332,Onions,36.14,4.2,476,No,4,shivam.yadav86@outlook.com,8623322035
SELL0093,Mahesh Patil,Chennai,T. Nagar,13.0418,80.2332,Onions,55.63,3.8,438,No,4,mahesh.patil90@gmail.com,8516549270
SELL0094,Anil Gaikwad,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Potatoes,35.07,4.8,287,No,4,anil.gaikwad19@outlook.com,8242285250
SELL0095,Shivam Rathod,Chennai,T. Nagar,13.0418,80.2332,Potatoes,36.29,2.8,432,Yes,4,shivam.rathod33@outlook.com,8169499801
SELL0096,Arvind Sharma,Surat,Adajan,21.1702,72.8311,Green Chillies,10.99,4.7,328,No,2,arvind.sharma65@gmail.com,9561325158
SELL0097,Deepak Kamble,Nagpur,Dharampeth,21.1458,79.0882,Ginger,15.99,4.5,359,No,0,deepak.kamble41@yahoo.in,7835556226
SELL0098,Ravi Salunkhe,Guwahati,Dispur,26.1445,91.7362,Tomatoes,49.88,3.5,420,Yes,3,ravi.salunkhe70@gmail.com,9814285555
SELL0099,Vijay Sawant,Ranchi,Lalpur,23.3619,85.338,Green Chillies,27.72,4.3,374,No,3,vijay.sawant80@gmail.com,9521417832
SELL0100,Anil Patil,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Onions,57.77,3.2,198,Yes,4,anil.patil41@yahoo.in,9746604293
SELL0101,Ajay More,Bengaluru,Whitefield,12.9698,77.7499,Tomatoes,14.28,3.6,8,No,4,ajay.more57@gmail.com,9419610107
SELL0102,Vijay Kulkarni,Bengaluru,Whitefield,12.9698,77.7499,Tomatoes,45.23,3.1,464,Yes,4,vijay.kulkarni27@gmail.com,9883443891
SELL0103,Vijay Pawar,Indore,Vijay Nagar,22.75,75.892,Garlic,48.27,4.8,390,No,0,vijay.pawar48@outlook.com,8936389406
SELL0104,Sunil More,Surat,Adajan,21.1702,72.8311,Ginger,59.37,3.9,243,Yes,2,sunil.more48@gmail.com,8631287334
SELL0105,Santosh Shinde,Bengaluru,Whitefield,12.9698,77.7499,Garlic,31.36,3.6,112,No,4,santosh.shinde84@gmail.com,8482614785
SELL0106,Kiran Rane,Mumbai,Andheri,19.1197,72.8468,Onions,13.98,4.0,47,Yes,2,kiran.rane16@gmail.com,8180446645
SELL0107,Ajay Gaikwad,Guwahati,Dispur,26.1445,91.7362,Green Chillies,13.6,4.2,337,Yes,3,ajay.gaikwad43@outlook.com,8458956602
SELL0108,Sunil Yadav,Bhopal,TT Nagar,23.2333,77.4333,Tomatoes,56.55,2.6,65,Yes,0,sunil.yadav80@gmail.com,8895942049
SELL0109,Amit Gaikwad,Chandigarh,Sector 17,30.741,76.7682,Garlic,36.55,4.7,458,Yes,1,amit.gaikwad62@gmail.com,9537874887
SELL0110,Ajay Salunkhe,Ahmedabad,Navrangpura,23.0415,72.56,Green Chillies,16.64,3.8,346,No,2,ajay.salunkhe12@gmail.com,7282873170
SELL0111,Prakash Rane,Mumbai,Andheri,19.1197,72.8468,Tomatoes,46.97,4.3,264,No,2,prakash.rane43@gmail.com,9530922140
SELL0112,Rajesh Shinde,Bengaluru,Whitefield,12.9698,77.7499,Garlic,45.37,3.3,483,No,4,rajesh.shinde58@gmail.com,9250157225
SELL0113,Amit Patil,Bengaluru,Whitefield,12.9698,77.7499,Potatoes,56.25,4.3,79,No,4,amit.patil74@outlook.com,7161079532
SELL0114,Santosh Rathod,Kolkata,Salt Lake,22.5867,88.4173,Green Chillies,27.72,3.3,499,Yes,3,santosh.rathod21@yahoo.in,8828355675
SELL0115,Sunil Rane,Kolkata,Salt Lake,22.5867,88.4173,Ginger,58.84,4.2,84,No,3,sunil.rane21@yahoo.in,7411639203
SELL0116,Deepak Shinde,Hyderabad,Gachibowli,17.4448,78.3498,Tomatoes,24.43,2.6,259,No,0,deepak.shinde48@yahoo.in,7563752083
SELL0117,Suresh Rane,Chennai,T. Nagar,13.0418,80.2332,Garlic,34.12,4.0,176,No,4,suresh.rane12@outlook.com,7637330792
SELL0118,Suresh Jadhav,Lucknow,Hazratganj,26.8505,80.9467,Ginger,57.71,2.8,73,Yes,1,suresh.jadhav24@yahoo.in,9595035211
SELL0119,Shivam Chavan,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Tomatoes,29.61,3.5,484,No,4,shivam.chavan55@yahoo.in,7856098876
SELL0120,Kiran Gaikwad,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Ginger,30.91,4.7,71,Yes,4,kiran.gaikwad30@yahoo.in,7351801108
SELL0121,Kiran Patil,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Green Chillies,44.25,3.8,335,No,4,kiran.patil95@outlook.com,8390163278
SELL0122,Vijay Rane,Nagpur,Dharampeth,21.1458,79.0882,Onions,29.02,3.0,134,Yes,0,vijay.rane91@gmail.com,8204430570
SELL0123,Anil Kulkarni,Lucknow,Hazratganj,26.8505,80.9467,Garlic,46.65,4.7,132,Yes,1,anil.kulkarni32@gmail.com,7834141351
SELL0124,Ashok Bhosale,Delhi,Karol Bagh,28.6518,77.1905,Onions,14.0,3.1,255,No,1,ashok.bhosale63@gmail.com,9271245951
SELL0125,Suresh Thakur,Ranchi,Lalpur,23.3619,85.338,Potatoes,48.14,3.8,59,No,3,suresh.thakur27@outlook.com,7220622748
SELL0126,Ravi Deshmukh,Bengaluru,Whitefield,12.9698,77.7499,Green Chillies,39.52,4.8,335,Yes,4,ravi.deshmukh85@gmail.com,8518316162
SELL0127,Ganesh Gaikwad,Ahmedabad,Navrangpura,23.0415,72.56,Potatoes,18.71,2.7,140,Yes,2,ganesh.gaikwad76@outlook.com,9856501925
SELL0128,Dinesh More,Lucknow,Hazratganj,26.8505,80.9467,Garlic,57.7,4.6,137,Yes,1,dinesh.more74@outlook.com,8279403244
SELL0129,Anil Kulkarni,Surat,Adajan,21.1702,72.8311,Tomatoes,29.89,4.9,419,No,2,anil.kulkarni21@gmail.com,8955653910
SELL0130,Vijay Naik,Chandigarh,Sector 17,30.741,76.7682,Onions,45.37,3.3,178,Yes,1,vijay.naik69@yahoo.in,9126469886
SELL0131,Amit Sharma,Ranchi,Lalpur,23.3619,85.338,Green Chillies,52.62,3.9,403,No,3,amit.sharma90@yahoo.in,9116738222
SELL0132,Deepak Yadav,Indore,Vijay Nagar,22.75,75.892,Garlic,58.3,5.0,487,Yes,0,deepak.yadav68@yahoo.in,8610147050
SELL0133,Ajay Thakur,Jaipur,Malviya Nagar,26.85,75.815,Onions,26.74,5.0,199,No,1,ajay.thakur77@yahoo.in,8774710340
SELL0134,Sunil More,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Potatoes,44.61,4.5,492,Yes,4,sunil.more14@yahoo.in,9166397833
SELL0135,Dinesh Chavan,Delhi,Karol Bagh,28.6518,77.1905,Onions,58.11,3.5,198,No,1,dinesh.chavan43@outlook.com,7627868340
SELL0136,Ramesh Sharma,Patna,Boring Road,25.6127,85.1582,Garlic,41.33,4.5,285,Yes,3,ramesh.sharma65@yahoo.in,9839999289
SELL0137,Ramesh Bhosale,Ranchi,Lalpur,23.3619,85.338,Tomatoes,17.12,3.9,107,Yes,3,ramesh.bhosale88@outlook.com,8412812500
SELL0138,Ganesh Shinde,Mumbai,Andheri,19.1197,72.8468,Garlic,15.68,2.6,177,Yes,2,ganesh.shinde75@gmail.com,7959930653
SELL0139,Amit Bhosale,Patna,Boring Road,25.6127,85.1582,Green Chillies,11.31,4.2,253,Yes,3,amit.bhosale26@gmail.com,7444455462
SELL0140,Ajay Thakur,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Green Chillies,53.15,3.6,490,No,4,ajay.thakur45@gmail.com,8191106264
SELL0141,Suresh Chavan,Surat,Adajan,21.1702,72.8311,Green Chillies,25.85,4.0,286,Yes,2,suresh.chavan30@gmail.com,7320823778
SELL0142,Santosh Rane,Indore,Vijay Nagar,22.75,75.892,Green Chillies,32.56,3.5,123,Yes,0,santosh.rane63@outlook.com,7433483340
SELL0143,Deepak Rathod,Ahmedabad,Navrangpura,23.0415,72.56,Tomatoes,44.15,2.9,377,No,2,deepak.rathod57@yahoo.in,7141588053
SELL0144,Amit Deshmukh,Delhi,Karol Bagh,28.6518,77.1905,Onions,30.27,4.8,350,Yes,1,amit.deshmukh26@outlook.com,8921407248
SELL0145,Ashok Chavan,Shimla,Mall Road,31.1048,77.1734,Green Chillies,35.51,3.2,282,Yes,1,ashok.chavan49@gmail.com,7836447119
SELL0146,Ravi Jadhav,Surat,Adajan,21.1702,72.8311,Potatoes,39.21,2.7,351,No,2,ravi.jadhav79@gmail.com,7389004475
SELL0147,Mahesh Chavan,Kolkata,Salt Lake,22.5867,88.4173,Ginger,23.09,4.7,245,Yes,3,mahesh.chavan77@outlook.com,9273250338
SELL0148,Prakash Jadhav,Nagpur,Dharampeth,21.1458,79.0882,Potatoes,41.77,4.5,237,Yes,0,prakash.jadhav63@yahoo.in,9561924929
SELL0149,Nitin Joshi,Kolkata,Salt Lake,22.5867,88.4173,Ginger,19.09,4.1,283,No,3,nitin.joshi16@yahoo.in,9973228501
SELL0150,Dinesh Rane,Shimla,Mall Road,31.1048,77.1734,Ginger,53.59,3.1,358,No,1,dinesh.rane80@gmail.com,8359250957
SELL0151,Anil More,Thiruvananthapuram,Kowdiar,8.5241,76.9366,Potatoes,30.33,4.8,412,Yes,4,anil.more24@gmail.com,9992423449
SELL0152,Suresh Pawar,Kolkata,Salt Lake,22.5867,88.4173,Green Chillies,51.01,4.1,272,Yes,3,suresh.pawar62@yahoo.in,7685986966
SELL0153,Deepak Kulkarni,Pune,Shivaji Nagar,18.53,73.8526,Garlic,33.37,3.0,188,Yes,2,deepak.kulkarni52@gmail.com,8456827643
SELL0154,Santosh Thakur,Hyderabad,Gachibowli,17.4448,78.3498,Potatoes,44.45,2.9,441,No,0,santosh.thakur18@gmail.com,9874075399
SELL0155,Ramesh Thakur,Jaipur,Malviya Nagar,26.85,75.815,Garlic,40.87,4.2,379,Yes,1,ramesh.thakur50@yahoo.in,9710719796
SELL0156,Ramesh Jadhav,Bengaluru,Whitefield,12.9698,77.7499,Garlic,25.74,4.6,155,Yes,4,ramesh.jadhav48@yahoo.in,8985372773
SELL0157,Ganesh More,Lucknow,Hazratganj,26.8505,80.9467,Onions,34.96,3.0,397,Yes,1,ganesh.more72@outlook.com,8992281666
SELL0158,Ashok Sharma,Bengaluru,Whitefield,12.9698,77.7499,Potatoes,49.92,4.2,59,No,4,ashok.sharma81@yahoo.in,7801046972
SELL0159,Nitin Patil,Jaipur,Malviya Nagar,26.85,75.815,Green Chillies,37.75,3.4,83,No,1,nitin.patil90@outlook.com,8485171785
SELL0160,Prakash Joshi,Ahmedabad,Navrangpura,23.0415,72.56,Tomatoes,30.1,4.9,14,No,2,prakash.joshi56@outlook.com,8134884162
SELL0161,Ashok More,Surat,Adajan,21.1702,72.8311,Potatoes,15.05,3.6,351,No,2,ashok.more43@gmail.com,9281641193
SELL0162,Arvind Rane,Shimla,Mall Road,31.1048,77.1734,Onions,57.72,2.9,365,Yes,1,arvind.rane99@outlook.com,9640578778
SELL0163,Ajay Bhosale,Shimla,Mall Road,31.1048,77.1734,Green Chillies,24.07,2.6,319,Yes,1,ajay.bhosale72@yahoo.in,9267886305
SELL0164,Ganesh Sharma,Indore,Vijay Nagar,22.75,75.892,Potatoes,20.74,4.9,490,Yes,0,ganesh.sharma57@outlook.com,8878882274
SELL0165,Dinesh Kamble,Mumbai,Andheri,19.1197,72.8468,Garlic,31.84,4.2,465,Yes,2,dinesh.kamble27@gmail.com,9143767456
SELL0166,Ganesh Thakur,Chennai,T. Nagar,13.0418,80.2332,Ginger,10.56,3.8,225,No,4,ganesh.thakur45@yahoo.in,7443419913
SELL0167,Rajesh Patil,Surat,Adajan,21.1702,72.8311,Ginger,46.41,2.8,173,No,2,rajesh.patil41@yahoo.in,9387609380
SELL0168,Ajay Gaikwad,Jaipur,Malviya Nagar,26.85,75.815,Onions,59.59,4.5,216,No,1,ajay.gaikwad27@outlook.com,9690361407
SELL0169,Mahesh Jadhav,Hyderabad,Gachibowli,17.4448,78.3498,Tomatoes,49.79,4.1,218,Yes,0,mahesh.jadhav63@outlook.com,9739185271
SELL0170,Suresh Patil,Ranchi,Lalpur,23.3619,85.338,Ginger,34.9,3.1,165,No,3,suresh.patil43@outlook.com,7427355239
SELL0171,Suresh Thakur,Chandigarh,Sector 17,30.741,76.7682,Ginger,15.15,3.3,342,No,1,suresh.thakur33@outlook.com,8155880648
SELL0172,Deepak Joshi,Ranchi,Lalpur,23.3619,85.338,Onions,34.4,4.3,431,Yes,3,deepak.joshi13@gmail.com,9263982929
SELL0173,Ajay Patil,Lucknow,Hazratganj,26.8505,80.9467,Green Chillies,33.52,3.3,101,Yes,1,ajay.patil62@gmail.com,7843379455
SELL0174,Sunil Sawant,Shimla,Mall Road,31.1048,77.1734,Potatoes,45.54,3.8,121,No,1,sunil.sawant82@yahoo.in,8217911246
SELL0175,Vijay Shinde,Delhi,Karol Bagh,28.6518,77.1905,Ginger,56.15,3.9,369,Yes,1,vijay.shinde84@yahoo.in,7630347813
